annee_de_deces;departement_de_domicile;sexe;cause_initiale_de_deces;effectif_de_deces
1991;73;Femmes;2. Tumeurs;321
1992;73;Femmes;2. Tumeurs;299
1993;73;Femmes;2. Tumeurs;345
1994;73;Femmes;2. Tumeurs;342
1995;73;Femmes;2. Tumeurs;361
1996;73;Femmes;2. Tumeurs;380
1997;73;Femmes;2. Tumeurs;305
1998;73;Femmes;2. Tumeurs;339
1999;73;Femmes;2. Tumeurs;359
2000;73;Femmes;2. Tumeurs;410
2001;73;Femmes;2. Tumeurs;397
2002;73;Femmes;2. Tumeurs;365
2003;73;Femmes;2. Tumeurs;401
2004;73;Femmes;2. Tumeurs;401
2005;73;Femmes;2. Tumeurs;380
2006;73;Femmes;2. Tumeurs;386
2007;73;Femmes;2. Tumeurs;395
2008;73;Femmes;2. Tumeurs;417
2009;73;Femmes;2. Tumeurs;441
2010;73;Femmes;2. Tumeurs;425
2011;73;Femmes;2. Tumeurs;408
2012;73;Femmes;2. Tumeurs;428
2013;73;Femmes;2. Tumeurs;429
2014;73;Femmes;2. Tumeurs;433
2015;73;Femmes;2. Tumeurs;481
2016;73;Femmes;2. Tumeurs;476
2017;73;Femmes;2. Tumeurs;447
2018;73;Femmes;2. Tumeurs;453
2019;73;Femmes;2. Tumeurs;470
2020;73;Femmes;2. Tumeurs;457
2021;73;Femmes;2. Tumeurs;456
2022;73;Femmes;2. Tumeurs;473
1990;74;Femmes;2. Tumeurs;450
1991;74;Femmes;2. Tumeurs;436
1992;74;Femmes;2. Tumeurs;429
1993;74;Femmes;2. Tumeurs;468
1994;74;Femmes;2. Tumeurs;479
1995;74;Femmes;2. Tumeurs;481
1996;74;Femmes;2. Tumeurs;524
1997;74;Femmes;2. Tumeurs;477
1998;74;Femmes;2. Tumeurs;486
1999;74;Femmes;2. Tumeurs;531
2000;74;Femmes;2. Tumeurs;522
2001;74;Femmes;2. Tumeurs;526
2002;74;Femmes;2. Tumeurs;542
2003;74;Femmes;2. Tumeurs;547
2004;74;Femmes;2. Tumeurs;527
2005;74;Femmes;2. Tumeurs;551
2006;74;Femmes;2. Tumeurs;565
2007;74;Femmes;2. Tumeurs;569
2008;74;Femmes;2. Tumeurs;590
2009;74;Femmes;2. Tumeurs;641
2010;74;Femmes;2. Tumeurs;655
2011;74;Femmes;2. Tumeurs;606
2012;74;Femmes;2. Tumeurs;573
2013;74;Femmes;2. Tumeurs;616
2014;74;Femmes;2. Tumeurs;727
2015;74;Femmes;2. Tumeurs;707
2016;74;Femmes;2. Tumeurs;791
2017;74;Femmes;2. Tumeurs;686
2018;74;Femmes;2. Tumeurs;684
2019;74;Femmes;2. Tumeurs;696
2020;74;Femmes;2. Tumeurs;769
2021;74;Femmes;2. Tumeurs;720
2022;74;Femmes;2. Tumeurs;750
1990;75;Femmes;2. Tumeurs;2583
1991;75;Femmes;2. Tumeurs;2577
1992;75;Femmes;2. Tumeurs;2578
1993;75;Femmes;2. Tumeurs;2616
1994;75;Femmes;2. Tumeurs;2441
1995;75;Femmes;2. Tumeurs;2489
1996;75;Femmes;2. Tumeurs;2467
1997;75;Femmes;2. Tumeurs;2391
1998;75;Femmes;2. Tumeurs;2402
1999;75;Femmes;2. Tumeurs;2320
2000;75;Femmes;2. Tumeurs;2252
2001;75;Femmes;2. Tumeurs;2334
2002;75;Femmes;2. Tumeurs;2209
2003;75;Femmes;2. Tumeurs;2188
2004;75;Femmes;2. Tumeurs;2168
2005;75;Femmes;2. Tumeurs;2223
2006;75;Femmes;2. Tumeurs;2234
2007;75;Femmes;2. Tumeurs;2097
2008;75;Femmes;2. Tumeurs;2157
2009;75;Femmes;2. Tumeurs;2221
2010;75;Femmes;2. Tumeurs;2156
2011;75;Femmes;2. Tumeurs;2216
2012;75;Femmes;2. Tumeurs;2221
2013;75;Femmes;2. Tumeurs;2120
2014;75;Femmes;2. Tumeurs;2107
2015;75;Femmes;2. Tumeurs;2082
2016;75;Femmes;2. Tumeurs;2172
2017;75;Femmes;2. Tumeurs;2125
2018;75;Femmes;2. Tumeurs;2035
2019;75;Femmes;2. Tumeurs;2055
2020;75;Femmes;2. Tumeurs;1979
2021;75;Femmes;2. Tumeurs;1869
2022;75;Femmes;2. Tumeurs;1979
1990;76;Femmes;2. Tumeurs;1125
1991;76;Femmes;2. Tumeurs;1182
1992;76;Femmes;2. Tumeurs;1226
1993;76;Femmes;2. Tumeurs;1238
1994;76;Femmes;2. Tumeurs;1216
1995;76;Femmes;2. Tumeurs;1238
1996;76;Femmes;2. Tumeurs;1290
1997;76;Femmes;2. Tumeurs;1268
1998;76;Femmes;2. Tumeurs;1246
1999;76;Femmes;2. Tumeurs;1284
2000;76;Femmes;2. Tumeurs;1297
2001;76;Femmes;2. Tumeurs;1356
2002;76;Femmes;2. Tumeurs;1330
2003;76;Femmes;2. Tumeurs;1419
2004;76;Femmes;2. Tumeurs;1318
2005;76;Femmes;2. Tumeurs;1357
2006;76;Femmes;2. Tumeurs;1406
2007;76;Femmes;2. Tumeurs;1325
2008;76;Femmes;2. Tumeurs;1464
2009;76;Femmes;2. Tumeurs;1375
2010;76;Femmes;2. Tumeurs;1470
2011;76;Femmes;2. Tumeurs;1461
2012;76;Femmes;2. Tumeurs;1459
2013;76;Femmes;2. Tumeurs;1400
2014;76;Femmes;2. Tumeurs;1474
2015;76;Femmes;2. Tumeurs;1527
2016;76;Femmes;2. Tumeurs;1569
2017;76;Femmes;2. Tumeurs;1485
2018;76;Femmes;2. Tumeurs;1501
2019;76;Femmes;2. Tumeurs;1557
2020;76;Femmes;2. Tumeurs;1583
2021;76;Femmes;2. Tumeurs;1480
2022;76;Femmes;2. Tumeurs;1558
1990;77;Femmes;2. Tumeurs;837
1991;77;Femmes;2. Tumeurs;836
1992;77;Femmes;2. Tumeurs;824
1993;77;Femmes;2. Tumeurs;829
1994;77;Femmes;2. Tumeurs;832
1995;77;Femmes;2. Tumeurs;874
1996;77;Femmes;2. Tumeurs;842
1997;77;Femmes;2. Tumeurs;861
1998;77;Femmes;2. Tumeurs;834
1999;77;Femmes;2. Tumeurs;952
2000;77;Femmes;2. Tumeurs;931
2001;77;Femmes;2. Tumeurs;954
2002;77;Femmes;2. Tumeurs;1021
2003;77;Femmes;2. Tumeurs;969
2004;77;Femmes;2. Tumeurs;1011
2005;77;Femmes;2. Tumeurs;1053
2006;77;Femmes;2. Tumeurs;998
2007;77;Femmes;2. Tumeurs;1073
2008;77;Femmes;2. Tumeurs;1047
2009;77;Femmes;2. Tumeurs;1060
2010;77;Femmes;2. Tumeurs;1084
2011;77;Femmes;2. Tumeurs;1064
2012;77;Femmes;2. Tumeurs;1073
2013;77;Femmes;2. Tumeurs;1111
2014;77;Femmes;2. Tumeurs;1158
2015;77;Femmes;2. Tumeurs;1145
2016;77;Femmes;2. Tumeurs;1211
2017;77;Femmes;2. Tumeurs;1237
2018;77;Femmes;2. Tumeurs;1280
2019;77;Femmes;2. Tumeurs;1240
2020;77;Femmes;2. Tumeurs;1178
2021;77;Femmes;2. Tumeurs;1135
2022;77;Femmes;2. Tumeurs;1263
1990;78;Femmes;2. Tumeurs;940
1991;78;Femmes;2. Tumeurs;996
1992;78;Femmes;2. Tumeurs;993
1993;78;Femmes;2. Tumeurs;1018
1994;78;Femmes;2. Tumeurs;916
1995;78;Femmes;2. Tumeurs;1059
1996;78;Femmes;2. Tumeurs;1058
1997;78;Femmes;2. Tumeurs;1011
1998;78;Femmes;2. Tumeurs;1056
1999;78;Femmes;2. Tumeurs;1047
2000;78;Femmes;2. Tumeurs;1067
2001;78;Femmes;2. Tumeurs;1026
2002;78;Femmes;2. Tumeurs;1099
2003;78;Femmes;2. Tumeurs;1087
2004;78;Femmes;2. Tumeurs;1210
2005;78;Femmes;2. Tumeurs;1151
2006;78;Femmes;2. Tumeurs;1110
2007;78;Femmes;2. Tumeurs;1105
2008;78;Femmes;2. Tumeurs;1205
2009;78;Femmes;2. Tumeurs;1210
2010;78;Femmes;2. Tumeurs;1189
2011;78;Femmes;2. Tumeurs;1130
2012;78;Femmes;2. Tumeurs;1172
2013;78;Femmes;2. Tumeurs;1249
2014;78;Femmes;2. Tumeurs;1245
2015;78;Femmes;2. Tumeurs;1308
2016;78;Femmes;2. Tumeurs;1300
2017;78;Femmes;2. Tumeurs;1273
2018;78;Femmes;2. Tumeurs;1289
2019;78;Femmes;2. Tumeurs;1328
2020;78;Femmes;2. Tumeurs;1356
2021;78;Femmes;2. Tumeurs;1301
2022;78;Femmes;2. Tumeurs;1221
1990;79;Femmes;2. Tumeurs;333
1991;79;Femmes;2. Tumeurs;358
1992;79;Femmes;2. Tumeurs;393
1993;79;Femmes;2. Tumeurs;446
1994;79;Femmes;2. Tumeurs;390
1995;79;Femmes;2. Tumeurs;386
1996;79;Femmes;2. Tumeurs;398
1997;79;Femmes;2. Tumeurs;372
1998;79;Femmes;2. Tumeurs;370
1999;79;Femmes;2. Tumeurs;391
2000;79;Femmes;2. Tumeurs;365
2001;79;Femmes;2. Tumeurs;390
2002;79;Femmes;2. Tumeurs;412
2003;79;Femmes;2. Tumeurs;419
2004;79;Femmes;2. Tumeurs;395
2005;79;Femmes;2. Tumeurs;401
2006;79;Femmes;2. Tumeurs;412
2007;79;Femmes;2. Tumeurs;354
2008;79;Femmes;2. Tumeurs;433
2009;79;Femmes;2. Tumeurs;410
2010;79;Femmes;2. Tumeurs;389
2011;79;Femmes;2. Tumeurs;472
2012;79;Femmes;2. Tumeurs;469
2013;79;Femmes;2. Tumeurs;461
2014;79;Femmes;2. Tumeurs;419
2015;79;Femmes;2. Tumeurs;462
2016;79;Femmes;2. Tumeurs;511
2017;79;Femmes;2. Tumeurs;464
2018;79;Femmes;2. Tumeurs;483
2019;79;Femmes;2. Tumeurs;481
2020;79;Femmes;2. Tumeurs;471
2021;79;Femmes;2. Tumeurs;497
2022;79;Femmes;2. Tumeurs;443
1990;80;Femmes;2. Tumeurs;511
1991;80;Femmes;2. Tumeurs;557
1992;80;Femmes;2. Tumeurs;554
1993;80;Femmes;2. Tumeurs;547
1994;80;Femmes;2. Tumeurs;540
1995;80;Femmes;2. Tumeurs;564
1996;80;Femmes;2. Tumeurs;515
1997;80;Femmes;2. Tumeurs;555
1998;80;Femmes;2. Tumeurs;579
1999;80;Femmes;2. Tumeurs;510
2000;80;Femmes;2. Tumeurs;550
2001;80;Femmes;2. Tumeurs;576
2002;80;Femmes;2. Tumeurs;614
2003;80;Femmes;2. Tumeurs;627
2004;80;Femmes;2. Tumeurs;635
2005;80;Femmes;2. Tumeurs;651
2006;80;Femmes;2. Tumeurs;619
2007;80;Femmes;2. Tumeurs;661
2008;80;Femmes;2. Tumeurs;702
2009;80;Femmes;2. Tumeurs;642
2010;80;Femmes;2. Tumeurs;638
2011;80;Femmes;2. Tumeurs;665
2012;80;Femmes;2. Tumeurs;662
2013;80;Femmes;2. Tumeurs;645
2014;80;Femmes;2. Tumeurs;650
2015;80;Femmes;2. Tumeurs;701
2016;80;Femmes;2. Tumeurs;665
2017;80;Femmes;2. Tumeurs;662
2018;80;Femmes;2. Tumeurs;662
2019;80;Femmes;2. Tumeurs;695
2020;80;Femmes;2. Tumeurs;666
2021;80;Femmes;2. Tumeurs;561
2022;80;Femmes;2. Tumeurs;699
1990;81;Femmes;2. Tumeurs;346
1991;81;Femmes;2. Tumeurs;363
1992;81;Femmes;2. Tumeurs;339
1993;81;Femmes;2. Tumeurs;362
1994;81;Femmes;2. Tumeurs;379
1995;81;Femmes;2. Tumeurs;376
1996;81;Femmes;2. Tumeurs;388
1997;81;Femmes;2. Tumeurs;370
1998;81;Femmes;2. Tumeurs;374
1999;81;Femmes;2. Tumeurs;411
2000;81;Femmes;2. Tumeurs;398
2001;81;Femmes;2. Tumeurs;358
2002;81;Femmes;2. Tumeurs;408
2003;81;Femmes;2. Tumeurs;429
2004;81;Femmes;2. Tumeurs;428
2005;81;Femmes;2. Tumeurs;415
2006;81;Femmes;2. Tumeurs;420
2007;81;Femmes;2. Tumeurs;443
2008;81;Femmes;2. Tumeurs;471
2009;81;Femmes;2. Tumeurs;463
2010;81;Femmes;2. Tumeurs;471
2011;81;Femmes;2. Tumeurs;423
2012;81;Femmes;2. Tumeurs;473
2013;81;Femmes;2. Tumeurs;484
2014;81;Femmes;2. Tumeurs;474
2015;81;Femmes;2. Tumeurs;460
2016;81;Femmes;2. Tumeurs;540
2017;81;Femmes;2. Tumeurs;549
2018;81;Femmes;2. Tumeurs;545
2019;81;Femmes;2. Tumeurs;555
2020;81;Femmes;2. Tumeurs;502
2021;81;Femmes;2. Tumeurs;513
2022;81;Femmes;2. Tumeurs;576
1990;82;Femmes;2. Tumeurs;228
1991;82;Femmes;2. Tumeurs;223
1992;82;Femmes;2. Tumeurs;197
1993;82;Femmes;2. Tumeurs;218
1994;82;Femmes;2. Tumeurs;209
1995;82;Femmes;2. Tumeurs;219
1996;82;Femmes;2. Tumeurs;240
1997;82;Femmes;2. Tumeurs;237
1998;82;Femmes;2. Tumeurs;219
1999;82;Femmes;2. Tumeurs;222
2000;82;Femmes;2. Tumeurs;251
2001;82;Femmes;2. Tumeurs;225
2002;82;Femmes;2. Tumeurs;206
2003;82;Femmes;2. Tumeurs;236
2004;82;Femmes;2. Tumeurs;236
2005;82;Femmes;2. Tumeurs;264
2006;82;Femmes;2. Tumeurs;274
2007;82;Femmes;2. Tumeurs;297
2008;82;Femmes;2. Tumeurs;285
2009;82;Femmes;2. Tumeurs;273
2010;82;Femmes;2. Tumeurs;290
2011;82;Femmes;2. Tumeurs;278
2012;82;Femmes;2. Tumeurs;251
2013;82;Femmes;2. Tumeurs;295
2014;82;Femmes;2. Tumeurs;325
2015;82;Femmes;2. Tumeurs;285
2016;82;Femmes;2. Tumeurs;316
2017;82;Femmes;2. Tumeurs;326
2018;82;Femmes;2. Tumeurs;295
2019;82;Femmes;2. Tumeurs;331
2020;82;Femmes;2. Tumeurs;352
2021;82;Femmes;2. Tumeurs;320
2022;82;Femmes;2. Tumeurs;360
1990;83;Femmes;2. Tumeurs;950
1991;83;Femmes;2. Tumeurs;980
1992;83;Femmes;2. Tumeurs;890
1993;83;Femmes;2. Tumeurs;976
1994;83;Femmes;2. Tumeurs;997
1995;83;Femmes;2. Tumeurs;1055
1996;83;Femmes;2. Tumeurs;1110
1997;83;Femmes;2. Tumeurs;972
1998;83;Femmes;2. Tumeurs;1047
1999;83;Femmes;2. Tumeurs;1016
2000;83;Femmes;2. Tumeurs;1094
2001;83;Femmes;2. Tumeurs;1123
2002;83;Femmes;2. Tumeurs;1104
2003;83;Femmes;2. Tumeurs;1142
2004;83;Femmes;2. Tumeurs;1184
2005;83;Femmes;2. Tumeurs;1188
2006;83;Femmes;2. Tumeurs;1214
2007;83;Femmes;2. Tumeurs;1267
2008;83;Femmes;2. Tumeurs;1253
2009;83;Femmes;2. Tumeurs;1227
2010;83;Femmes;2. Tumeurs;1159
2011;83;Femmes;2. Tumeurs;1255
2012;83;Femmes;2. Tumeurs;1304
2013;83;Femmes;2. Tumeurs;1293
2014;83;Femmes;2. Tumeurs;1269
2015;83;Femmes;2. Tumeurs;1353
2016;83;Femmes;2. Tumeurs;1402
2017;83;Femmes;2. Tumeurs;1372
2018;83;Femmes;2. Tumeurs;1447
2019;83;Femmes;2. Tumeurs;1426
2020;83;Femmes;2. Tumeurs;1398
2021;83;Femmes;2. Tumeurs;1530
2022;83;Femmes;2. Tumeurs;1505
1990;84;Femmes;2. Tumeurs;459
1991;84;Femmes;2. Tumeurs;446
1992;84;Femmes;2. Tumeurs;494
1993;84;Femmes;2. Tumeurs;480
1994;84;Femmes;2. Tumeurs;492
1995;84;Femmes;2. Tumeurs;479
1996;84;Femmes;2. Tumeurs;453
1997;84;Femmes;2. Tumeurs;494
1998;84;Femmes;2. Tumeurs;499
1999;84;Femmes;2. Tumeurs;508
2000;84;Femmes;2. Tumeurs;555
2001;84;Femmes;2. Tumeurs;490
2002;84;Femmes;2. Tumeurs;568
2003;84;Femmes;2. Tumeurs;538
2004;84;Femmes;2. Tumeurs;526
2005;84;Femmes;2. Tumeurs;544
2006;84;Femmes;2. Tumeurs;600
2007;84;Femmes;2. Tumeurs;584
2008;84;Femmes;2. Tumeurs;599
2009;84;Femmes;2. Tumeurs;600
2010;84;Femmes;2. Tumeurs;607
2011;84;Femmes;2. Tumeurs;592
2012;84;Femmes;2. Tumeurs;614
2013;84;Femmes;2. Tumeurs;635
2014;84;Femmes;2. Tumeurs;628
2015;84;Femmes;2. Tumeurs;675
2016;84;Femmes;2. Tumeurs;695
2017;84;Femmes;2. Tumeurs;672
2018;84;Femmes;2. Tumeurs;712
2019;84;Femmes;2. Tumeurs;720
2020;84;Femmes;2. Tumeurs;713
2021;84;Femmes;2. Tumeurs;726
2022;84;Femmes;2. Tumeurs;714
1990;85;Femmes;2. Tumeurs;520
1991;85;Femmes;2. Tumeurs;508
1992;85;Femmes;2. Tumeurs;577
1993;85;Femmes;2. Tumeurs;541
1994;85;Femmes;2. Tumeurs;545
1995;85;Femmes;2. Tumeurs;543
1996;85;Femmes;2. Tumeurs;569
1997;85;Femmes;2. Tumeurs;553
1998;85;Femmes;2. Tumeurs;584
1999;85;Femmes;2. Tumeurs;612
2000;85;Femmes;2. Tumeurs;637
2001;85;Femmes;2. Tumeurs;605
2002;85;Femmes;2. Tumeurs;661
2003;85;Femmes;2. Tumeurs;645
2004;85;Femmes;2. Tumeurs;645
2005;85;Femmes;2. Tumeurs;655
2006;85;Femmes;2. Tumeurs;730
2007;85;Femmes;2. Tumeurs;686
2008;85;Femmes;2. Tumeurs;705
2009;85;Femmes;2. Tumeurs;730
2010;85;Femmes;2. Tumeurs;737
2011;85;Femmes;2. Tumeurs;742
2012;85;Femmes;2. Tumeurs;807
2013;85;Femmes;2. Tumeurs;765
2014;85;Femmes;2. Tumeurs;845
2015;85;Femmes;2. Tumeurs;832
2016;85;Femmes;2. Tumeurs;830
2017;85;Femmes;2. Tumeurs;858
2018;85;Femmes;2. Tumeurs;933
2019;85;Femmes;2. Tumeurs;909
2020;85;Femmes;2. Tumeurs;927
2021;85;Femmes;2. Tumeurs;935
2022;85;Femmes;2. Tumeurs;966
1990;86;Femmes;2. Tumeurs;377
1991;86;Femmes;2. Tumeurs;333
1992;86;Femmes;2. Tumeurs;414
1993;86;Femmes;2. Tumeurs;396
1994;86;Femmes;2. Tumeurs;377
1995;86;Femmes;2. Tumeurs;408
1996;86;Femmes;2. Tumeurs;401
1997;86;Femmes;2. Tumeurs;370
1998;86;Femmes;2. Tumeurs;373
1999;86;Femmes;2. Tumeurs;438
2000;86;Femmes;2. Tumeurs;457
2001;86;Femmes;2. Tumeurs;466
2002;86;Femmes;2. Tumeurs;455
2003;86;Femmes;2. Tumeurs;460
2004;86;Femmes;2. Tumeurs;436
2005;86;Femmes;2. Tumeurs;450
2006;86;Femmes;2. Tumeurs;456
2007;86;Femmes;2. Tumeurs;396
2008;86;Femmes;2. Tumeurs;489
2009;86;Femmes;2. Tumeurs;495
2010;86;Femmes;2. Tumeurs;492
2011;86;Femmes;2. Tumeurs;476
2012;86;Femmes;2. Tumeurs;562
2013;86;Femmes;2. Tumeurs;526
2014;86;Femmes;2. Tumeurs;553
2015;86;Femmes;2. Tumeurs;495
2016;86;Femmes;2. Tumeurs;509
2017;86;Femmes;2. Tumeurs;535
2018;86;Femmes;2. Tumeurs;542
2019;86;Femmes;2. Tumeurs;523
2020;86;Femmes;2. Tumeurs;539
2021;86;Femmes;2. Tumeurs;532
2022;86;Femmes;2. Tumeurs;528
1990;87;Femmes;2. Tumeurs;468
1991;87;Femmes;2. Tumeurs;395
1992;87;Femmes;2. Tumeurs;438
1993;87;Femmes;2. Tumeurs;425
1994;87;Femmes;2. Tumeurs;413
1995;87;Femmes;2. Tumeurs;407
1996;87;Femmes;2. Tumeurs;433
1997;87;Femmes;2. Tumeurs;456
1998;87;Femmes;2. Tumeurs;433
1999;87;Femmes;2. Tumeurs;480
2000;87;Femmes;2. Tumeurs;427
2001;87;Femmes;2. Tumeurs;445
2002;87;Femmes;2. Tumeurs;476
2003;87;Femmes;2. Tumeurs;432
2004;87;Femmes;2. Tumeurs;464
2005;87;Femmes;2. Tumeurs;485
2006;87;Femmes;2. Tumeurs;506
2007;87;Femmes;2. Tumeurs;439
2008;87;Femmes;2. Tumeurs;482
2009;87;Femmes;2. Tumeurs;508
2010;87;Femmes;2. Tumeurs;473
2011;87;Femmes;2. Tumeurs;493
2012;87;Femmes;2. Tumeurs;453
2013;87;Femmes;2. Tumeurs;459
2014;87;Femmes;2. Tumeurs;481
2015;87;Femmes;2. Tumeurs;481
2016;87;Femmes;2. Tumeurs;480
2017;87;Femmes;2. Tumeurs;473
2018;87;Femmes;2. Tumeurs;449
2019;87;Femmes;2. Tumeurs;474
2020;87;Femmes;2. Tumeurs;502
2021;87;Femmes;2. Tumeurs;455
2022;87;Femmes;2. Tumeurs;480
1990;88;Femmes;2. Tumeurs;378
1991;88;Femmes;2. Tumeurs;384
1992;88;Femmes;2. Tumeurs;400
1993;88;Femmes;2. Tumeurs;427
1994;88;Femmes;2. Tumeurs;399
1995;88;Femmes;2. Tumeurs;368
1996;88;Femmes;2. Tumeurs;427
1997;88;Femmes;2. Tumeurs;397
1998;88;Femmes;2. Tumeurs;443
1999;88;Femmes;2. Tumeurs;412
2000;88;Femmes;2. Tumeurs;398
2001;88;Femmes;2. Tumeurs;387
2002;88;Femmes;2. Tumeurs;412
2003;88;Femmes;2. Tumeurs;428
2004;88;Femmes;2. Tumeurs;446
2005;88;Femmes;2. Tumeurs;441
2006;88;Femmes;2. Tumeurs;458
2007;88;Femmes;2. Tumeurs;434
2008;88;Femmes;2. Tumeurs;468
2009;88;Femmes;2. Tumeurs;440
2010;88;Femmes;2. Tumeurs;476
2011;88;Femmes;2. Tumeurs;476
2012;88;Femmes;2. Tumeurs;477
2013;88;Femmes;2. Tumeurs;513
2014;88;Femmes;2. Tumeurs;515
2015;88;Femmes;2. Tumeurs;520
2016;88;Femmes;2. Tumeurs;521
2017;88;Femmes;2. Tumeurs;518
2018;88;Femmes;2. Tumeurs;544
2019;88;Femmes;2. Tumeurs;518
2020;88;Femmes;2. Tumeurs;502
2021;88;Femmes;2. Tumeurs;548
2022;88;Femmes;2. Tumeurs;519
1990;89;Femmes;2. Tumeurs;376
1991;89;Femmes;2. Tumeurs;383
1992;89;Femmes;2. Tumeurs;393
1993;89;Femmes;2. Tumeurs;387
1994;89;Femmes;2. Tumeurs;393
1995;89;Femmes;2. Tumeurs;379
1996;89;Femmes;2. Tumeurs;378
1997;89;Femmes;2. Tumeurs;436
1998;89;Femmes;2. Tumeurs;398
1999;89;Femmes;2. Tumeurs;413
2000;89;Femmes;2. Tumeurs;403
2001;89;Femmes;2. Tumeurs;416
2002;89;Femmes;2. Tumeurs;447
2003;89;Femmes;2. Tumeurs;447
2004;89;Femmes;2. Tumeurs;414
2005;89;Femmes;2. Tumeurs;441
2006;89;Femmes;2. Tumeurs;422
2007;89;Femmes;2. Tumeurs;413
2008;89;Femmes;2. Tumeurs;462
2009;89;Femmes;2. Tumeurs;434
2010;89;Femmes;2. Tumeurs;481
2011;89;Femmes;2. Tumeurs;493
2012;89;Femmes;2. Tumeurs;481
2013;89;Femmes;2. Tumeurs;438
2014;89;Femmes;2. Tumeurs;457
2015;89;Femmes;2. Tumeurs;510
2016;89;Femmes;2. Tumeurs;445
2017;89;Femmes;2. Tumeurs;479
2018;89;Femmes;2. Tumeurs;518
2019;89;Femmes;2. Tumeurs;543
2020;89;Femmes;2. Tumeurs;449
2021;89;Femmes;2. Tumeurs;431
2022;89;Femmes;2. Tumeurs;507
1990;90;Femmes;2. Tumeurs;118
1991;90;Femmes;2. Tumeurs;114
1992;90;Femmes;2. Tumeurs;120
1993;90;Femmes;2. Tumeurs;116
1994;90;Femmes;2. Tumeurs;138
1995;90;Femmes;2. Tumeurs;130
1996;90;Femmes;2. Tumeurs;157
1997;90;Femmes;2. Tumeurs;104
1998;90;Femmes;2. Tumeurs;134
1999;90;Femmes;2. Tumeurs;122
2000;90;Femmes;2. Tumeurs;123
2001;90;Femmes;2. Tumeurs;129
2002;90;Femmes;2. Tumeurs;149
2003;90;Femmes;2. Tumeurs;142
2004;90;Femmes;2. Tumeurs;138
2005;90;Femmes;2. Tumeurs;133
2006;90;Femmes;2. Tumeurs;151
2007;90;Femmes;2. Tumeurs;150
2008;90;Femmes;2. Tumeurs;131
2009;90;Femmes;2. Tumeurs;135
2010;90;Femmes;2. Tumeurs;131
2011;90;Femmes;2. Tumeurs;150
2012;90;Femmes;2. Tumeurs;155
2013;90;Femmes;2. Tumeurs;149
2014;90;Femmes;2. Tumeurs;137
2015;90;Femmes;2. Tumeurs;167
2016;90;Femmes;2. Tumeurs;134
2017;90;Femmes;2. Tumeurs;148
2018;90;Femmes;2. Tumeurs;157
2019;90;Femmes;2. Tumeurs;153
2020;90;Femmes;2. Tumeurs;136
2021;90;Femmes;2. Tumeurs;147
2022;90;Femmes;2. Tumeurs;160
1990;91;Femmes;2. Tumeurs;751
1991;91;Femmes;2. Tumeurs;754
1992;91;Femmes;2. Tumeurs;768
1993;91;Femmes;2. Tumeurs;841
1994;91;Femmes;2. Tumeurs;802
1995;91;Femmes;2. Tumeurs;832
1996;91;Femmes;2. Tumeurs;819
1997;91;Femmes;2. Tumeurs;846
1998;91;Femmes;2. Tumeurs;857
1999;91;Femmes;2. Tumeurs;919
2000;91;Femmes;2. Tumeurs;859
2001;91;Femmes;2. Tumeurs;910
2002;91;Femmes;2. Tumeurs;928
2003;91;Femmes;2. Tumeurs;939
2004;91;Femmes;2. Tumeurs;887
2005;91;Femmes;2. Tumeurs;942
2006;91;Femmes;2. Tumeurs;961
2007;91;Femmes;2. Tumeurs;909
2008;91;Femmes;2. Tumeurs;944
2009;91;Femmes;2. Tumeurs;1025
2010;91;Femmes;2. Tumeurs;1040
2011;91;Femmes;2. Tumeurs;1012
2012;91;Femmes;2. Tumeurs;1022
2013;91;Femmes;2. Tumeurs;1017
2014;91;Femmes;2. Tumeurs;1020
2015;91;Femmes;2. Tumeurs;1020
2016;91;Femmes;2. Tumeurs;1106
2017;91;Femmes;2. Tumeurs;1067
2018;91;Femmes;2. Tumeurs;1037
2019;91;Femmes;2. Tumeurs;1084
2020;91;Femmes;2. Tumeurs;1078
2021;91;Femmes;2. Tumeurs;1148
2022;91;Femmes;2. Tumeurs;1132
1990;92;Femmes;2. Tumeurs;1406
1991;92;Femmes;2. Tumeurs;1368
1992;92;Femmes;2. Tumeurs;1385
1993;92;Femmes;2. Tumeurs;1320
1994;92;Femmes;2. Tumeurs;1400
1995;92;Femmes;2. Tumeurs;1319
1996;92;Femmes;2. Tumeurs;1281
1997;92;Femmes;2. Tumeurs;1340
1998;92;Femmes;2. Tumeurs;1381
1999;92;Femmes;2. Tumeurs;1331
2000;92;Femmes;2. Tumeurs;1301
2001;92;Femmes;2. Tumeurs;1400
2002;92;Femmes;2. Tumeurs;1349
2003;92;Femmes;2. Tumeurs;1392
2004;92;Femmes;2. Tumeurs;1397
2005;92;Femmes;2. Tumeurs;1418
2006;92;Femmes;2. Tumeurs;1333
2007;92;Femmes;2. Tumeurs;1325
2008;92;Femmes;2. Tumeurs;1389
2009;92;Femmes;2. Tumeurs;1393
2010;92;Femmes;2. Tumeurs;1382
2011;92;Femmes;2. Tumeurs;1352
2012;92;Femmes;2. Tumeurs;1381
2013;92;Femmes;2. Tumeurs;1431
2014;92;Femmes;2. Tumeurs;1397
2015;92;Femmes;2. Tumeurs;1411
2016;92;Femmes;2. Tumeurs;1392
2017;92;Femmes;2. Tumeurs;1457
2018;92;Femmes;2. Tumeurs;1464
